elapsed time,timestamp,topic,value
2.483428385,1747720533.470270675,/odom.pose.pose.orientation.z,0
2.5037856620000003,1747720533.490627952,/odom.pose.pose.orientation.z,0
2.523368507,1747720533.510210797,/odom.pose.pose.orientation.z,0
2.54341967,1747720533.530261960,/odom.pose.pose.orientation.z,0
2.563383313,1747720533.550225603,/odom.pose.pose.orientation.z,0
2.583259058,1747720533.570101348,/odom.pose.pose.orientation.z,0
2.603749564,1747720533.590591854,/odom.pose.pose.orientation.z,0
2.623857098,1747720533.610699388,/odom.pose.pose.orientation.z,0
2.643664684,1747720533.630506974,/odom.pose.pose.orientation.z,0
2.66351126,1747720533.650353550,/odom.pose.pose.orientation.z,0
2.6837903990000003,1747720533.670632689,/odom.pose.pose.orientation.z,0
2.703903073,1747720533.690745363,/odom.pose.pose.orientation.z,0
2.723290405,1747720533.710132695,/odom.pose.pose.orientation.z,0
2.743753032,1747720533.730595322,/odom.pose.pose.orientation.z,0
2.763850541,1747720533.750692831,/odom.pose.pose.orientation.z,0
2.783688055,1747720533.770530345,/odom.pose.pose.orientation.z,0
2.8036680780000003,1747720533.790510368,/odom.pose.pose.orientation.z,0
2.8236273670000003,1747720533.810469657,/odom.pose.pose.orientation.z,0
2.843733788,1747720533.830576078,/odom.pose.pose.orientation.z,0
2.86361826,1747720533.850460550,/odom.pose.pose.orientation.z,0
2.883765876,1747720533.870608166,/odom.pose.pose.orientation.z,0
2.903477795,1747720533.890320085,/odom.pose.pose.orientation.z,0
2.923534435,1747720533.910376725,/odom.pose.pose.orientation.z,0
2.9433293220000003,1747720533.930171612,/odom.pose.pose.orientation.z,0
2.9633669080000002,1747720533.950209198,/odom.pose.pose.orientation.z,0
2.983676804,1747720533.970519094,/odom.pose.pose.orientation.z,0
3.003809156,1747720533.990651446,/odom.pose.pose.orientation.z,0
3.023514099,1747720534.010356389,/odom.pose.pose.orientation.z,0
3.04353711,1747720534.030379400,/odom.pose.pose.orientation.z,0
3.063881297,1747720534.050723587,/odom.pose.pose.orientation.z,0
3.083315489,1747720534.070157779,/odom.pose.pose.orientation.z,0
3.103816547,1747720534.090658837,/odom.pose.pose.orientation.z,0
3.123728134,1747720534.110570424,/odom.pose.pose.orientation.z,0
3.143469359,1747720534.130311649,/odom.pose.pose.orientation.z,0
3.163424639,1747720534.150266929,/odom.pose.pose.orientation.z,0
3.183580306,1747720534.170422596,/odom.pose.pose.orientation.z,0
3.203367894,1747720534.190210184,/odom.pose.pose.orientation.z,0
3.223566546,1747720534.210408836,/odom.pose.pose.orientation.z,0
3.24374586,1747720534.230588150,/odom.pose.pose.orientation.z,0
3.26340899,1747720534.250251280,/odom.pose.pose.orientation.z,0
3.283571648,1747720534.270413938,/odom.pose.pose.orientation.z,0
3.303637605,1747720534.290479895,/odom.pose.pose.orientation.z,0
3.32330474,1747720534.310147030,/odom.pose.pose.orientation.z,0
3.343730879,1747720534.330573169,/odom.pose.pose.orientation.z,0
3.363571329,1747720534.350413619,/odom.pose.pose.orientation.z,0
3.383477404,1747720534.370319694,/odom.pose.pose.orientation.z,0
3.403693311,1747720534.390535601,/odom.pose.pose.orientation.z,0
3.423483674,1747720534.410325964,/odom.pose.pose.orientation.z,0
3.443493124,1747720534.430335414,/odom.pose.pose.orientation.z,0
3.463430176,1747720534.450272466,/odom.pose.pose.orientation.z,0
3.483399077,1747720534.470241367,/odom.pose.pose.orientation.z,0
3.503791669,1747720534.490633959,/odom.pose.pose.orientation.z,0
3.5242994149999998,1747720534.511141705,/odom.pose.pose.orientation.z,0
3.543556258,1747720534.530398548,/odom.pose.pose.orientation.z,0
3.563792694,1747720534.550634984,/odom.pose.pose.orientation.z,0
3.58390002,1747720534.570742310,/odom.pose.pose.orientation.z,0
3.603495081,1747720534.590337371,/odom.pose.pose.orientation.z,0
3.624000347,1747720534.610842637,/odom.pose.pose.orientation.z,0
3.64382239,1747720534.630664680,/odom.pose.pose.orientation.z,0
3.663534567,1747720534.650376857,/odom.pose.pose.orientation.z,0
3.683747587,1747720534.670589877,/odom.pose.pose.orientation.z,0
3.703558714,1747720534.690401004,/odom.pose.pose.orientation.z,0
3.723672447,1747720534.710514737,/odom.pose.pose.orientation.z,0
3.74389475,1747720534.730737040,/odom.pose.pose.orientation.z,0
3.763477911,1747720534.750320201,/odom.pose.pose.orientation.z,0
3.783747978,1747720534.770590268,/odom.pose.pose.orientation.z,0
3.803939432,1747720534.790781722,/odom.pose.pose.orientation.z,0
3.823901532,1747720534.810743822,/odom.pose.pose.orientation.z,0
3.84375202,1747720534.830594310,/odom.pose.pose.orientation.z,0
3.864461276,1747720534.851303566,/odom.pose.pose.orientation.z,0
3.886309299,1747720534.873151589,/odom.pose.pose.orientation.z,0
3.9037061260000003,1747720534.890548416,/odom.pose.pose.orientation.z,0
3.924081962,1747720534.910924252,/odom.pose.pose.orientation.z,0
3.943840342,1747720534.930682632,/odom.pose.pose.orientation.z,0
3.963850173,1747720534.950692463,/odom.pose.pose.orientation.z,0
3.983583173,1747720534.970425463,/odom.pose.pose.orientation.z,0
4.003331235,1747720534.990173525,/odom.pose.pose.orientation.z,0
4.023765252,1747720535.010607542,/odom.pose.pose.orientation.z,0
4.044122124,1747720535.030964414,/odom.pose.pose.orientation.z,0
4.063500906,1747720535.050343196,/odom.pose.pose.orientation.z,0
4.08352582,1747720535.070368110,/odom.pose.pose.orientation.z,0
4.103581234,1747720535.090423524,/odom.pose.pose.orientation.z,0
4.123481336,1747720535.110323626,/odom.pose.pose.orientation.z,0
4.143604167,1747720535.130446457,/odom.pose.pose.orientation.z,0
4.163616835,1747720535.150459125,/odom.pose.pose.orientation.z,0
4.183542434,1747720535.170384724,/odom.pose.pose.orientation.z,0
4.203806694,1747720535.190648984,/odom.pose.pose.orientation.z,0
4.223536221,1747720535.210378511,/odom.pose.pose.orientation.z,0
4.243419149,1747720535.230261439,/odom.pose.pose.orientation.z,0
4.263991326,1747720535.250833616,/odom.pose.pose.orientation.z,0
4.283798876,1747720535.270641166,/odom.pose.pose.orientation.z,0
4.303448783,1747720535.290291073,/odom.pose.pose.orientation.z,0
4.323760204,1747720535.310602494,/odom.pose.pose.orientation.z,0
4.343801805,1747720535.330644095,/odom.pose.pose.orientation.z,0
4.363409333,1747720535.350251623,/odom.pose.pose.orientation.z,0
